Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Gripfeet Crew Active Hold Grip Socks — 2 Pair Pack,gripfeet-crew-active-hold,"Move with confidence. Gripfeet Crew Active Hold grip socks are built for training, sport, and everything in between. Made with Stretch SUPIMA yarn for breathable comfort and a 100% silicone antislip grip base for traction on any surface. Choose an assorted pack or stock up in your favourite colour — every pair ships as a 2-pair set. Made in India.",Gripfeet,Apparel & Accessories > Clothing > Socks,Grip Socks,"grip-socks, crew, active-hold, sport, workout, made-in-india, supima, anti-slip, gifting, collection-crew-active-hold",TRUE,Active,GF-CREW-CC-SM,,Style,Court Classics (White + Black),,Size,S-M,,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,FALSE,Gripfeet Crew Active Hold Grip Socks — 2 Pair Pack,"Premium crew grip socks with Stretch SUPIMA yarn and silicone antislip grip. 2-pair pack. Built for sport and training. Made in India.",,Apparel & Accessories > Clothing > Hosiery & Socks,Unisex,Adult (13+ years old),GF-CREW-CC-SM,Crew Active Hold,Made in India,New,FALSE,Crew Active Hold,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-CC-LXL,,,Court Classics (White + Black),,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-VP-SM,,,Varsity Pack (Red + Navy),,Size,S-M,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-VP-LXL,,,Varsity Pack (Red + Navy),,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-WHT-SM,,,White,,Size,S-M,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-WHT-LXL,,,White,,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-BLK-SM,,,Black,,Size,S-M,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-BLK-LXL,,,Black,,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-RED-SM,,,Red,,Size,S-M,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-RED-LXL,,,Red,,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-NVY-SM,,,Navy,,Size,S-M,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
,gripfeet-crew-active-hold,,,,,,,,GF-CREW-NVY-LXL,,,Navy,,Size,L-XL,,,,699,999,,TRUE,,,,,,shopify,50,DENY,200,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,
